name,age,past preferences,location,Diet,Instructions,weather,marital status,preference 1,preference 2,time,state,prefered food item
Krishna_8096,27,South Indian,Delhi NCR,Vegan,Contemporary twist on classic recipe,Cold,Married,Spicy,Regional Specialties,01:42,Delhi,Roti Sabzi
Riya_8097,34,Mild,Amritsar,No Restrictions,Prepare according to authentic family recipe,Hot,Married,Traditional,South Indian,12:48,Punjab,Rajma Chawal
Vikram_8098,42,Traditional,Chandigarh,Vegetarian,Prepare according to authentic family recipe,Hot,Married,Spicy,Fusion,08:15,Punjab,Paratha
Aisha_8099,67,South Indian,Kolkata,Vegetarian,Prepare according to authentic family recipe,Cold,Married,Spicy,Home Style,16:59,West Bengal,Bhel Puri
Aisha_8100,39,Restaurant Style,Bangalore,Vegan,Rich and indulgent preparation,Cold,Single,South Indian,Home Style,07:49,Karnataka,Masala Dosa
Krishna_8101,37,Street Food,New Delhi,Vegetarian,Prepare according to authentic family recipe,Cold,Married,Street Food,Regional Specialties,19:11,Delhi,Pulao
Dev_8102,24,Regional Specialties,Chennai,Vegan,Simplified preparation for busy schedules,Rainy,Single,Spicy,Traditional,22:22,Tamil Nadu,Pulao
Priya_8103,58,South Indian,Amritsar,Vegetarian,Prepare according to authentic family recipe,Cold,Single,Street Food,Home Style,01:26,Punjab,Dal Makhani
Aisha_8104,57,Street Food,Kochi,Non-Vegetarian,Prepare according to authentic family recipe,Cold,Married,Traditional,Healthy,08:52,Kerala,Paratha
Rahul_8105,51,Spicy,Coimbatore,Non-Vegetarian,Prepare according to authentic family recipe,Cold,Married,Traditional,Home Style,02:57,Tamil Nadu,Fish Curry
Zara_8106,64,Traditional,Surat,No Restrictions,Modified recipe with health-conscious ingredients,Hot,Married,Traditional,Street Food,01:37,Gujarat,Khichdi
Neha_8107,63,Mild,New Delhi,Jain,Prepare according to authentic family recipe,Rainy,Single,Mild,Traditional,13:20,Delhi,Sambar Rice
Riya_8108,46,Traditional,Ahmedabad,Eggetarian,Rich and indulgent preparation,Hot,Married,Street Food,Home Style,12:00,Gujarat,Thali
Priya_8109,26,North Indian,Mumbai,Vegetarian (No Onion-Garlic),Contemporary twist on classic recipe,Hot,Married,South Indian,Healthy,05:44,Maharashtra,Paneer Dishes
Aisha_8110,67,Home Style,Mumbai,Eggetarian,Prepare according to authentic family recipe,Hot,Married,Street Food,Spicy,16:05,Maharashtra,Bhel Puri
Riya_8111,34,Traditional,Bangalore,Vegetarian (No Onion-Garlic),Rich and indulgent preparation,Rainy,Single,Spicy,Restaurant Style,05:27,Karnataka,Paneer Dishes
Krishna_8112,34,Traditional,Kolkata,No Restrictions,Prepare according to authentic family recipe,Hot,Single,South Indian,Traditional,04:25,West Bengal,Fish Curry
Dev_8113,19,Restaurant Style,Thiruvananthapuram,Jain,Simplified preparation for busy schedules,Hot,Single,North Indian,Sweet,13:56,Kerala,Sambar Rice
Vikram_8114,73,North Indian,Siliguri,Eggetarian,Modified recipe with health-conscious ingredients,Hot,Married,Fusion,Restaurant Style,12:09,West Bengal,Biryani
Vikram_8115,49,Fusion,Amritsar,Eggetarian,Prepare according to authentic family recipe,Hot,Married,Healthy,North Indian,23:48,Punjab,Butter Chicken
Vikram_8116,65,Sweet,Chandigarh,Eggetarian,Prepare according to authentic family recipe,Hot,Single,Healthy,Spicy,11:24,Punjab,Rajma Chawal
Aisha_8117,61,Regional Specialties,Thiruvananthapuram,Vegetarian (No Onion-Garlic),Prepare according to authentic family recipe,Rainy,Married,Restaurant Style,North Indian,05:42,Kerala,Fish Curry
Rahul_8118,44,North Indian,Mysore,Vegetarian,Prepare according to authentic family recipe,Hot,Married,Regional Specialties,Mild,02:36,Karnataka,Paneer Dishes
Vihan_8119,56,Fusion,Delhi NCR,Non-Vegetarian,Modified recipe with health-conscious ingredients,Cold,Married,Home Style,Restaurant Style,18:53,Delhi,Pakora
Krishna_8120,45,Home Style,Kochi,Jain,Rich and indulgent preparation,Cold,Married,Sweet,Fusion,19:23,Kerala,Dal Makhani
Zara_8121,71,Sweet,Kochi,Vegetarian,Modified recipe with health-conscious ingredients,Rainy,Married,North Indian,South Indian,08:29,Kerala,Upma
Priya_8122,48,Sweet,Kochi,Eggetarian,Prepare according to authentic family recipe,Hot,Single,Street Food,Regional Specialties,10:51,Kerala,Upma
Aisha_8123,29,Healthy,Surat,No Restrictions,Contemporary twist on classic recipe,Hot,Single,Traditional,Sweet,02:02,Gujarat,Khichdi
Diya_8124,55,North Indian,Chandigarh,Vegetarian,Modified recipe with health-conscious ingredients,Cold,Married,South Indian,Street Food,02:47,Punjab,Dal Makhani
Diya_8125,42,North Indian,Siliguri,Jain,Prepare according to authentic family recipe,Cold,Married,Healthy,Regional Specialties,20:12,West Bengal,Khichdi
Anjali_8126,42,Sweet,Mumbai,Vegan,Rich and indulgent preparation,Hot,Married,Traditional,Mild,18:54,Maharashtra,Dhokla
Maya_8127,53,Traditional,Coimbatore,Eggetarian,Prepare according to authentic family recipe,Rainy,Single,Street Food,Sweet,11:51,Tamil Nadu,Sambar Rice
Diya_8128,44,Fusion,Delhi NCR,Jain,Rich and indulgent preparation,Cold,Married,Restaurant Style,Sweet,05:13,Delhi,Dal Makhani
Aarav_8129,69,Mild,Nagpur,Vegetarian,Modified recipe with health-conscious ingredients,Hot,Married,Street Food,Restaurant Style,11:14,Maharashtra,Sambar Rice
Aisha_8130,27,Home Style,Bangalore,Jain,Contemporary twist on classic recipe,Hot,Single,South Indian,Street Food,17:22,Karnataka,Chaat
Aditya_8131,56,Sweet,Kochi,No Restrictions,Modified recipe with health-conscious ingredients,Hot,Married,Regional Specialties,Sweet,06:58,Kerala,Misal Pav
Neha_8132,28,North Indian,Coimbatore,Eggetarian,Contemporary twist on classic recipe,Hot,Married,North Indian,Home Style,00:00,Tamil Nadu,Pulao
Aditya_8133,34,Traditional,Siliguri,No Restrictions,Prepare according to authentic family recipe,Hot,Married,North Indian,Spicy,13:52,West Bengal,Biryani
Diya_8134,60,Regional Specialties,Amritsar,No Restrictions,Modified recipe with health-conscious ingredients,Hot,Married,Restaurant Style,Home Style,22:53,Punjab,Butter Chicken
Vihan_8135,52,Fusion,Mumbai,Vegetarian,Prepare according to authentic family recipe,Cold,Single,Fusion,Home Style,03:37,Maharashtra,Roti Sabzi
Priya_8136,69,Home Style,Ahmedabad,Vegan,Prepare according to authentic family recipe,Hot,Married,Spicy,Regional Specialties,21:51,Gujarat,Khichdi
Rahul_8137,44,Street Food,Mumbai,Eggetarian,Rich and indulgent preparation,Rainy,Married,North Indian,Restaurant Style,04:39,Maharashtra,Pulao
Riya_8138,28,Spicy,Ahmedabad,Jain,Simplified preparation for busy schedules,Rainy,Married,Regional Specialties,Sweet,23:24,Gujarat,Khichdi
Anjali_8139,42,Spicy,Coimbatore,No Restrictions,Rich and indulgent preparation,Rainy,Married,Restaurant Style,Mild,20:41,Tamil Nadu,Fish Curry
Aisha_8140,51,Restaurant Style,Surat,Eggetarian,Prepare according to authentic family recipe,Hot,Married,Street Food,Home Style,03:42,Gujarat,Khichdi
Vihan_8141,33,Regional Specialties,Bangalore,Vegetarian (No Onion-Garlic),Rich and indulgent preparation,Hot,Single,Regional Specialties,Healthy,01:25,Karnataka,Butter Chicken
Riya_8142,24,North Indian,Mysore,Vegetarian (No Onion-Garlic),Contemporary twist on classic recipe,Hot,Single,Regional Specialties,Home Style,00:58,Karnataka,Dal Makhani
Diya_8143,39,Restaurant Style,Thiruvananthapuram,Vegan,Rich and indulgent preparation,Hot,Married,Restaurant Style,Traditional,16:47,Kerala,Dhokla
Krishna_8144,19,Street Food,Kolkata,Jain,Contemporary twist on classic recipe,Rainy,Single,South Indian,Fusion,13:03,West Bengal,Biryani
Aarav_8145,49,Traditional,Thiruvananthapuram,Jain,Prepare according to authentic family recipe,Hot,Single,Mild,Traditional,01:34,Kerala,Roti Sabzi
Neha_8146,52,North Indian,Mumbai,Eggetarian,Prepare according to authentic family recipe,Hot,Married,Regional Specialties,South Indian,18:20,Maharashtra,Bhel Puri
Aditya_8147,34,Restaurant Style,Chandigarh,No Restrictions,Rich and indulgent preparation,Cold,Married,Traditional,Home Style,07:48,Punjab,Paratha
Aditya_8148,22,Fusion,Delhi NCR,Vegetarian (No Onion-Garlic),Contemporary twist on classic recipe,Rainy,Single,Sweet,Street Food,20:47,Delhi,Butter Chicken
Vikram_8149,35,Regional Specialties,Mumbai,Vegetarian (No Onion-Garlic),Rich and indulgent preparation,Rainy,Married,Healthy,Spicy,23:18,Maharashtra,Roti Sabzi
Zara_8150,43,Home Style,Kolkata,Vegetarian,Prepare according to authentic family recipe,Hot,Married,Restaurant Style,Healthy,13:40,West Bengal,Biryani
Maya_8151,46,Mild,Chandigarh,Vegan,Prepare according to authentic family recipe,Hot,Single,South Indian,Home Style,23:52,Punjab,Pulao
Neha_8152,57,South Indian,Mysore,Eggetarian,Modified recipe with health-conscious ingredients,Hot,Married,Home Style,Mild,02:18,Karnataka,Khichdi
Priya_8153,75,Spicy,Mumbai,Vegetarian,Prepare according to authentic family recipe,Hot,Married,Restaurant Style,Street Food,03:53,Maharashtra,Roti Sabzi
Vihan_8154,58,Street Food,Amritsar,Non-Vegetarian,Prepare according to authentic family recipe,Hot,Married,North Indian,Sweet,15:42,Punjab,Rajma Chawal
Rahul_8155,52,Home Style,Delhi NCR,Vegetarian,Modified recipe with health-conscious ingredients,Hot,Married,Traditional,Healthy,01:03,Delhi,Roti Sabzi
Aarav_8156,49,Street Food,Chandigarh,Vegan,Prepare according to authentic family recipe,Cold,Married,South Indian,Spicy,09:53,Punjab,Paratha
Aarav_8157,43,North Indian,Mysore,Vegetarian (No Onion-Garlic),Prepare according to authentic family recipe,Hot,Married,Fusion,Street Food,22:34,Karnataka,Dal Makhani
Vihan_8158,60,Healthy,Amritsar,No Restrictions,Prepare according to authentic family recipe,Cold,Married,North Indian,Regional Specialties,22:36,Punjab,Butter Chicken
Neha_8159,75,Restaurant Style,Kolkata,Vegetarian (No Onion-Garlic),Modified recipe with health-conscious ingredients,Hot,Single,Traditional,Restaurant Style,23:45,West Bengal,Fish Curry
Aisha_8160,50,South Indian,New Delhi,Non-Vegetarian,Prepare according to authentic family recipe,Hot,Married,Restaurant Style,Spicy,20:04,Delhi,Butter Chicken
Vikram_8161,65,Spicy,Chandigarh,Non-Vegetarian,Prepare according to authentic family recipe,Hot,Married,Traditional,Regional Specialties,10:41,Punjab,Paratha
Dev_8162,30,Mild,Thiruvananthapuram,Jain,Rich and indulgent preparation,Hot,Married,Spicy,Regional Specialties,05:04,Kerala,Pulao
Maya_8163,36,Sweet,Mumbai,Eggetarian,Prepare according to authentic family recipe,Cold,Married,Mild,Spicy,14:58,Maharashtra,Thali
Zara_8164,57,Regional Specialties,Kolkata,Eggetarian,Prepare according to authentic family recipe,Rainy,Married,Traditional,Healthy,00:26,West Bengal,Khichdi
Neha_8165,74,Spicy,Amritsar,Jain,Prepare according to authentic family recipe,Cold,Married,Traditional,Street Food,19:16,Punjab,Roti Sabzi
Zara_8166,68,North Indian,Ahmedabad,No Restrictions,Prepare according to authentic family recipe,Rainy,Married,North Indian,Street Food,20:39,Gujarat,Khichdi
Vikram_8167,46,Home Style,Delhi NCR,Vegetarian (No Onion-Garlic),Rich and indulgent preparation,Cold,Single,North Indian,Mild,18:34,Delhi,Kachori
Priya_8168,49,Fusion,Siliguri,No Restrictions,Rich and indulgent preparation,Hot,Married,Regional Specialties,South Indian,13:09,West Bengal,Biryani
Arjun_8169,54,Mild,Siliguri,Vegetarian (No Onion-Garlic),Modified recipe with health-conscious ingredients,Cold,Married,Restaurant Style,Street Food,03:52,West Bengal,Khichdi
Aarav_8170,64,South Indian,Pune,Vegetarian,Modified recipe with health-conscious ingredients,Hot,Single,Mild,Traditional,05:19,Maharashtra,Paneer Dishes
Maya_8171,45,Mild,Kochi,Non-Vegetarian,Rich and indulgent preparation,Hot,Married,South Indian,Sweet,18:22,Kerala,Samosa
Aditya_8172,28,Traditional,Delhi NCR,Jain,Contemporary twist on classic recipe,Rainy,Married,Traditional,Regional Specialties,05:13,Delhi,Paneer Dishes
Zara_8173,37,Mild,Siliguri,No Restrictions,Rich and indulgent preparation,Hot,Married,Healthy,Street Food,12:17,West Bengal,Biryani
Dev_8174,55,North Indian,Delhi NCR,No Restrictions,Prepare according to authentic family recipe,Cold,Single,Home Style,Traditional,16:11,Delhi,Chaat
Rahul_8175,34,Healthy,Ahmedabad,No Restrictions,Prepare according to authentic family recipe,Hot,Single,Mild,Home Style,23:44,Gujarat,Khichdi
Neha_8176,63,Restaurant Style,Mysore,Vegetarian (No Onion-Garlic),Prepare according to authentic family recipe,Cold,Married,Regional Specialties,North Indian,15:46,Karnataka,Kadhi Chawal
Aisha_8177,49,Sweet,Kolkata,Vegetarian (No Onion-Garlic),Prepare according to authentic family recipe,Rainy,Single,Spicy,Sweet,01:24,West Bengal,Fish Curry
Krishna_8178,31,Sweet,Siliguri,Jain,Rich and indulgent preparation,Cold,Single,North Indian,Regional Specialties,15:53,West Bengal,Biryani
Maya_8179,19,Mild,Mumbai,Jain,Simplified preparation for busy schedules,Cold,Single,Home Style,South Indian,08:55,Maharashtra,Poha
Aditya_8180,75,Spicy,Surat,Vegetarian,Prepare according to authentic family recipe,Cold,Married,Sweet,Spicy,12:50,Gujarat,Thali
Diya_8181,52,Mild,Bangalore,Jain,Prepare according to authentic family recipe,Cold,Single,Healthy,South Indian,03:10,Karnataka,Roti Sabzi
Arjun_8182,66,South Indian,Mumbai,Vegetarian (No Onion-Garlic),Modified recipe with health-conscious ingredients,Hot,Single,Traditional,Restaurant Style,00:18,Maharashtra,Dal Makhani
Vikram_8183,51,North Indian,New Delhi,Jain,Modified recipe with health-conscious ingredients,Cold,Married,South Indian,Street Food,02:19,Delhi,Roti Sabzi
Arjun_8184,18,Home Style,Bangalore,Non-Vegetarian,Simplified preparation for busy schedules,Hot,Single,Traditional,Restaurant Style,07:52,Karnataka,Upma
Arjun_8185,47,Home Style,Pune,Vegetarian,Rich and indulgent preparation,Cold,Married,Home Style,Fusion,08:42,Maharashtra,Vada Pav
Dev_8186,31,Fusion,Thiruvananthapuram,Vegan,Prepare according to authentic family recipe,Cold,Married,South Indian,Mild,03:43,Kerala,Pulao
Anjali_8187,70,Restaurant Style,Pune,Vegetarian (No Onion-Garlic),Modified recipe with health-conscious ingredients,Hot,Married,Restaurant Style,Fusion,04:36,Maharashtra,Roti Sabzi
Priya_8188,32,Mild,New Delhi,Vegan,Rich and indulgent preparation,Hot,Single,Healthy,Street Food,20:30,Delhi,Roti Sabzi
Riya_8189,36,Spicy,Surat,Vegetarian,Rich and indulgent preparation,Cold,Married,Fusion,Spicy,00:54,Gujarat,Khichdi
Aditya_8190,19,Home Style,Kochi,Non-Vegetarian,Contemporary twist on classic recipe,Rainy,Single,Street Food,North Indian,18:21,Kerala,Kachori
Zara_8191,44,Regional Specialties,Ahmedabad,Vegan,Rich and indulgent preparation,Hot,Married,Restaurant Style,Home Style,08:07,Gujarat,Idli Sambar
Rahul_8192,66,Home Style,Chandigarh,Jain,Prepare according to authentic family recipe,Rainy,Single,Home Style,Traditional,12:46,Punjab,Rajma Chawal
Riya_8193,37,North Indian,Coimbatore,Non-Vegetarian,Rich and indulgent preparation,Cold,Married,Restaurant Style,Home Style,22:53,Tamil Nadu,Roti Sabzi
Aisha_8194,51,Sweet,Bangalore,Non-Vegetarian,Prepare according to authentic family recipe,Hot,Married,Fusion,South Indian,10:11,Karnataka,Upma
Arjun_8195,67,Fusion,Thiruvananthapuram,Vegetarian,Prepare according to authentic family recipe,Cold,Married,Home Style,Mild,04:33,Kerala,Khichdi
Dev_8196,28,Fusion,Ahmedabad,Vegetarian,Contemporary twist on classic recipe,Rainy,Married,Restaurant Style,Fusion,12:10,Gujarat,Thali
Krishna_8197,22,Spicy,New Delhi,Vegetarian,Simplified preparation for busy schedules,Hot,Single,Sweet,Healthy,05:14,Delhi,Khichdi
Riya_8198,37,Mild,Kolkata,Vegetarian (No Onion-Garlic),Rich and indulgent preparation,Cold,Married,Restaurant Style,Regional Specialties,03:41,West Bengal,Khichdi
Neha_8199,24,Street Food,Ahmedabad,Jain,Contemporary twist on classic recipe,Cold,Single,Regional Specialties,Healthy,23:55,Gujarat,Khichdi
Rahul_8200,66,Restaurant Style,Kochi,Vegetarian,Prepare according to authentic family recipe,Hot,Married,Sweet,Healthy,09:50,Kerala,Chole Bhature
Vihan_8201,64,Spicy,Kolkata,Eggetarian,Prepare according to authentic family recipe,Hot,Married,Healthy,Spicy,02:47,West Bengal,Khichdi
Neha_8202,30,Street Food,Mysore,Vegetarian (No Onion-Garlic),Prepare according to authentic family recipe,Hot,Married,South Indian,Street Food,15:14,Karnataka,Sambar Rice
Anjali_8203,60,Spicy,Mysore,Non-Vegetarian,Modified recipe with health-conscious ingredients,Cold,Married,North Indian,Restaurant Style,03:11,Karnataka,Dal Makhani
Vikram_8204,35,Street Food,Chennai,No Restrictions,Prepare according to authentic family recipe,Hot,Married,Restaurant Style,North Indian,18:42,Tamil Nadu,Kachori
Rahul_8205,30,Fusion,Delhi NCR,No Restrictions,Rich and indulgent preparation,Hot,Single,Mild,Traditional,20:44,Delhi,Butter Chicken
Zara_8206,72,Fusion,Delhi NCR,No Restrictions,Modified recipe with health-conscious ingredients,Hot,Married,Traditional,Mild,08:40,Delhi,Chole Bhature
Krishna_8207,68,Spicy,Thiruvananthapuram,Non-Vegetarian,Prepare according to authentic family recipe,Cold,Single,Regional Specialties,Fusion,22:48,Kerala,Fish Curry
Vihan_8208,41,South Indian,Chandigarh,Non-Vegetarian,Rich and indulgent preparation,Cold,Married,Home Style,Spicy,12:22,Punjab,Rajma Chawal
Krishna_8209,47,South Indian,Amritsar,Vegetarian,Rich and indulgent preparation,Rainy,Married,Sweet,Traditional,19:59,Punjab,Roti Sabzi
Priya_8210,53,South Indian,New Delhi,Non-Vegetarian,Prepare according to authentic family recipe,Rainy,Married,Fusion,Street Food,05:03,Delhi,Butter Chicken
Vihan_8211,72,Restaurant Style,Kolkata,Eggetarian,Modified recipe with health-conscious ingredients,Cold,Married,Restaurant Style,Fusion,10:25,West Bengal,Misal Pav
Aarav_8212,36,Spicy,Thiruvananthapuram,No Restrictions,Prepare according to authentic family recipe,Rainy,Married,Fusion,Restaurant Style,21:06,Kerala,Fish Curry
Rahul_8213,59,Fusion,Coimbatore,No Restrictions,Modified recipe with health-conscious ingredients,Hot,Married,Restaurant Style,Traditional,16:12,Tamil Nadu,Bhel Puri
Anjali_8214,61,Traditional,Coimbatore,No Restrictions,Prepare according to authentic family recipe,Hot,Married,Traditional,North Indian,12:29,Tamil Nadu,Sambar Rice
Diya_8215,69,Restaurant Style,Pune,Eggetarian,Modified recipe with health-conscious ingredients,Cold,Married,Spicy,Sweet,16:57,Maharashtra,Dhokla
Aarav_8216,18,Street Food,Ahmedabad,Vegetarian,Contemporary twist on classic recipe,Hot,Single,Restaurant Style,South Indian,09:08,Gujarat,Misal Pav
Neha_8217,44,North Indian,Bangalore,Vegetarian (No Onion-Garlic),Prepare according to authentic family recipe,Cold,Married,Home Style,North Indian,22:45,Karnataka,Khichdi
Arjun_8218,63,Healthy,Chennai,No Restrictions,Modified recipe with health-conscious ingredients,Hot,Married,Street Food,Home Style,05:54,Tamil Nadu,Pulao
Rahul_8219,63,North Indian,Bangalore,Vegetarian,Modified recipe with health-conscious ingredients,Rainy,Married,Restaurant Style,Spicy,02:56,Karnataka,Paneer Dishes
Vikram_8220,20,South Indian,Coimbatore,Eggetarian,Simplified preparation for busy schedules,Cold,Single,North Indian,Street Food,16:25,Tamil Nadu,Pani Puri
Priya_8221,46,North Indian,Chandigarh,Eggetarian,Rich and indulgent preparation,Hot,Single,Mild,North Indian,18:29,Punjab,Bhel Puri
Neha_8222,39,Regional Specialties,Coimbatore,No Restrictions,Prepare according to authentic family recipe,Hot,Married,Street Food,Traditional,16:51,Tamil Nadu,Dhokla
Diya_8223,68,North Indian,Delhi NCR,No Restrictions,Prepare according to authentic family recipe,Hot,Married,Spicy,Restaurant Style,03:25,Delhi,Butter Chicken
Vihan_8224,22,Mild,Siliguri,No Restrictions,Contemporary twist on classic recipe,Rainy,Single,Traditional,Regional Specialties,13:26,West Bengal,Biryani
Dev_8225,57,Traditional,Kolkata,Vegetarian,Modified recipe with health-conscious ingredients,Cold,Married,Sweet,Regional Specialties,19:22,West Bengal,Khichdi
Riya_8226,31,Home Style,Siliguri,Jain,Prepare according to authentic family recipe,Rainy,Single,Home Style,South Indian,19:02,West Bengal,Khichdi
Maya_8227,71,North Indian,Kochi,Eggetarian,Modified recipe with health-conscious ingredients,Cold,Married,Regional Specialties,Spicy,16:48,Kerala,Chaat
Diya_8228,62,Healthy,Surat,No Restrictions,Modified recipe with health-conscious ingredients,Hot,Married,Sweet,Traditional,10:07,Gujarat,Misal Pav
Aarav_8229,52,Home Style,Coimbatore,Jain,Modified recipe with health-conscious ingredients,Cold,Married,Street Food,Traditional,19:00,Tamil Nadu,Khichdi
Neha_8230,58,Restaurant Style,New Delhi,Vegetarian (No Onion-Garlic),Prepare according to authentic family recipe,Cold,Single,Spicy,Traditional,06:56,Delhi,Paratha
Arjun_8231,19,Street Food,Siliguri,Jain,Simplified preparation for busy schedules,Hot,Single,North Indian,Home Style,13:04,West Bengal,Biryani
Krishna_8232,66,North Indian,Ahmedabad,Vegan,Prepare according to authentic family recipe,Cold,Married,Sweet,Mild,05:23,Gujarat,Khichdi
Neha_8233,52,Street Food,New Delhi,Vegetarian,Modified recipe with health-conscious ingredients,Hot,Married,Sweet,Mild,00:12,Delhi,Dal Makhani
Vihan_8234,71,North Indian,Kolkata,Non-Vegetarian,Modified recipe with health-conscious ingredients,Cold,Married,Regional Specialties,North Indian,12:04,West Bengal,Biryani
Riya_8235,46,South Indian,Chennai,Vegan,Prepare according to authentic family recipe,Hot,Married,Regional Specialties,Home Style,02:28,Tamil Nadu,Dal Makhani
Aarav_8236,55,North Indian,Ahmedabad,Vegetarian,Modified recipe with health-conscious ingredients,Hot,Married,North Indian,Restaurant Style,16:51,Gujarat,Dhokla
Dev_8237,67,Regional Specialties,Amritsar,Eggetarian,Prepare according to authentic family recipe,Rainy,Single,Restaurant Style,North Indian,20:01,Punjab,Butter Chicken
Anjali_8238,45,Fusion,Coimbatore,Vegetarian (No Onion-Garlic),Prepare according to authentic family recipe,Hot,Single,Restaurant Style,Sweet,15:18,Tamil Nadu,Sambar Rice
Arjun_8239,73,Fusion,Mysore,Eggetarian,Modified recipe with health-conscious ingredients,Rainy,Married,Spicy,Traditional,07:01,Karnataka,Masala Dosa
Vihan_8240,33,North Indian,Bangalore,Vegetarian,Rich and indulgent preparation,Cold,Married,Sweet,Healthy,19:34,Karnataka,Pulao
Zara_8241,65,North Indian,Kochi,Vegan,Prepare according to authentic family recipe,Cold,Married,South Indian,Healthy,07:43,Kerala,Idli Sambar
Riya_8242,33,Spicy,Coimbatore,Vegan,Prepare according to authentic family recipe,Hot,Single,South Indian,Mild,01:57,Tamil Nadu,Pulao
Aarav_8243,21,Home Style,Delhi NCR,Eggetarian,Contemporary twist on classic recipe,Rainy,Single,Sweet,Restaurant Style,06:49,Delhi,Paratha
Arjun_8244,36,Home Style,Thiruvananthapuram,Vegetarian,Rich and indulgent preparation,Hot,Married,Spicy,Mild,16:24,Kerala,Pani Puri
Aisha_8245,30,Spicy,Amritsar,Vegetarian,Prepare according to authentic family recipe,Cold,Married,Fusion,Sweet,07:14,Punjab,Paratha
Dev_8246,53,Regional Specialties,Chennai,Eggetarian,Modified recipe with health-conscious ingredients,Hot,Single,Street Food,Healthy,08:07,Tamil Nadu,Masala Dosa
Anjali_8247,71,Street Food,Coimbatore,Vegan,Modified recipe with health-conscious ingredients,Rainy,Married,Mild,Spicy,11:59,Tamil Nadu,Sambar Rice
Aarav_8248,52,Mild,Thiruvananthapuram,Vegetarian,Prepare according to authentic family recipe,Rainy,Married,Regional Specialties,Sweet,20:11,Kerala,Pulao
Anjali_8249,74,Healthy,Mysore,No Restrictions,Modified recipe with health-conscious ingredients,Rainy,Single,North Indian,Traditional,23:01,Karnataka,Roti Sabzi
Aditya_8250,41,North Indian,Delhi NCR,Jain,Prepare according to authentic family recipe,Rainy,Married,Restaurant Style,South Indian,04:34,Delhi,Paneer Dishes
Krishna_8251,35,Healthy,Ahmedabad,Jain,Rich and indulgent preparation,Rainy,Single,Mild,North Indian,19:00,Gujarat,Khichdi
Aarav_8252,25,Mild,Nagpur,No Restrictions,Contemporary twist on classic recipe,Rainy,Single,Home Style,Street Food,16:32,Maharashtra,Kachori
Neha_8253,51,Home Style,Kolkata,No Restrictions,Prepare according to authentic family recipe,Cold,Married,Home Style,Healthy,19:16,West Bengal,Khichdi
Zara_8254,70,Healthy,Pune,Vegetarian (No Onion-Garlic),Modified recipe with health-conscious ingredients,Hot,Single,Spicy,South Indian,06:51,Maharashtra,Misal Pav
Maya_8255,47,Sweet,Coimbatore,Non-Vegetarian,Prepare according to authentic family recipe,Hot,Married,Sweet,Traditional,16:30,Tamil Nadu,Dhokla
Krishna_8256,68,North Indian,Amritsar,Vegetarian,Prepare according to authentic family recipe,Cold,Married,South Indian,Home Style,17:32,Punjab,Kachori
Neha_8257,31,Traditional,Surat,Non-Vegetarian,Rich and indulgent preparation,Rainy,Married,Home Style,North Indian,21:49,Gujarat,Khichdi
Dev_8258,38,Regional Specialties,Bangalore,Vegetarian (No Onion-Garlic),Prepare according to authentic family recipe,Rainy,Married,Healthy,Traditional,20:28,Karnataka,Fish Curry
Neha_8259,74,North Indian,Amritsar,Vegetarian (No Onion-Garlic),Modified recipe with health-conscious ingredients,Rainy,Single,Traditional,Regional Specialties,16:43,Punjab,Pakora
Vihan_8260,41,South Indian,Siliguri,Vegan,Prepare according to authentic family recipe,Hot,Single,Mild,Spicy,00:17,West Bengal,Khichdi
Riya_8261,61,Sweet,Delhi NCR,Vegetarian,Prepare according to authentic family recipe,Cold,Married,Street Food,Regional Specialties,07:27,Delhi,Paratha
Zara_8262,35,South Indian,Amritsar,Vegan,Prepare according to authentic family recipe,Hot,Married,Healthy,Mild,12:49,Punjab,Rajma Chawal
Aditya_8263,68,Home Style,Surat,Jain,Modified recipe with health-conscious ingredients,Cold,Married,Regional Specialties,Restaurant Style,21:44,Gujarat,Khichdi
Dev_8264,71,Healthy,Chandigarh,No Restrictions,Modified recipe with health-conscious ingredients,Cold,Married,Restaurant Style,South Indian,06:09,Punjab,Paratha
Riya_8265,44,Sweet,New Delhi,Vegetarian (No Onion-Garlic),Prepare according to authentic family recipe,Hot,Married,Sweet,Regional Specialties,09:57,Delhi,Chole Bhature
Priya_8266,57,Home Style,Siliguri,Vegetarian,Modified recipe with health-conscious ingredients,Cold,Married,Traditional,Home Style,13:42,West Bengal,Biryani
Vikram_8267,62,Fusion,Mysore,Vegetarian,Modified recipe with health-conscious ingredients,Cold,Married,South Indian,Street Food,05:43,Karnataka,Paneer Dishes
Rahul_8268,38,Sweet,Chandigarh,Non-Vegetarian,Prepare according to authentic family recipe,Rainy,Married,Spicy,Home Style,04:03,Punjab,Butter Chicken
Diya_8269,21,Sweet,Siliguri,Vegetarian (No Onion-Garlic),Contemporary twist on classic recipe,Hot,Single,Healthy,Street Food,10:47,West Bengal,Paratha
Vihan_8270,39,Restaurant Style,Bangalore,Non-Vegetarian,Prepare according to authentic family recipe,Hot,Married,Healthy,Regional Specialties,20:18,Karnataka,Fish Curry
Zara_8271,44,Street Food,Kochi,Vegan,Prepare according to authentic family recipe,Rainy,Single,Fusion,Regional Specialties,16:30,Kerala,Dhokla
Aditya_8272,47,Home Style,Siliguri,Vegan,Prepare according to authentic family recipe,Hot,Married,Fusion,South Indian,13:23,West Bengal,Biryani
